id,urls,Programme name,First Year Tuition Fee,Study Level,Duration of Study,University,lable 1,lable 2,score
291,https://www.jupas.edu.hk/tc/programme/hku/JS6896,Bachelor of Business Administration in International Business and Global Management,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The University of Hong Kong,Business,,23
292,https://www.jupas.edu.hk/tc/programme/hku/JS6901,Bachelor of Science,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The University of Hong Kong,Science,,23
293,https://www.jupas.edu.hk/tc/programme/hku/JS6925,Bachelor of Engineering in Biomedical Engineering,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The University of Hong Kong,Science,,23
294,https://www.jupas.edu.hk/tc/programme/hku/JS6949,Bachelor of Biomedical Sciences,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The University of Hong Kong,Science,,23
295,https://www.jupas.edu.hk/tc/programme/hku/JS6951,Bachelor of Engineering in Engineering Science,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The University of Hong Kong,Engineering,,23
296,https://www.jupas.edu.hk/tc/programme/hku/JS6963,Bachelor of Engineering,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The University of Hong Kong,Engineering,,23
297,https://www.jupas.edu.hk/tc/programme/ouhk/JS9001,Bachelor of Social Sciences with Honours in Psychology,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Society,,22
298,https://www.jupas.edu.hk/tc/programme/ouhk/JS9003,Bachelor of Social Sciences with Honours in Politics and Public Administration,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Society,,22
299,https://www.jupas.edu.hk/tc/programme/ouhk/JS9004,Bachelor of Social Sciences with Honours in Applied Social Studies,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Society,,22
300,https://www.jupas.edu.hk/tc/programme/ouhk/JS9005,Bachelor of Social Sciences with Honours in Global and China Studies,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Society,,22
301,https://www.jupas.edu.hk/tc/programme/ouhk/JS9006,Bachelor of Social Sciences with Honours in Ageing Society and Services Studies,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Society,,22
302,https://www.jupas.edu.hk/tc/programme/ouhk/JS9007,Bachelor of Social Sciences with Honours in Economic and Public Policy Analysis,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Social Work,22
303,https://www.jupas.edu.hk/tc/programme/ouhk/JS9008,Bachelor of Social Sciences with Honours in Psychology and Mental Health,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Society,,22
304,https://www.jupas.edu.hk/tc/programme/ouhk/JS9011,Bachelor of Arts with Honours in Chinese,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Arts,Language,22
305,https://www.jupas.edu.hk/tc/programme/ouhk/JS9013,Bachelor of Arts with Honours in Language Studies and Translation,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Arts,Language,22
306,https://www.jupas.edu.hk/tc/programme/ouhk/JS9016,Bachelor of Arts with Honours in Creative Advertising and Media Design,"HK$77,880 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Media,Art,22
307,https://www.jupas.edu.hk/tc/programme/ouhk/JS9019,Bachelor of Arts with Honours in English Language and Culture,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Arts,Language,22
308,https://www.jupas.edu.hk/tc/programme/ouhk/JS9220,Bachelor of Business Administration with Honours in Professional Accounting,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
309,https://www.jupas.edu.hk/tc/programme/ouhk/JS9222,Bachelor of Business Administration with Honours in Accounting and Taxation,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
310,https://www.jupas.edu.hk/tc/programme/ouhk/JS9230,Bachelor of Business Administration with Honours in Business Management,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
311,https://www.jupas.edu.hk/tc/programme/ouhk/JS9240,Bachelor of Business Administration with Honours in Global Business and Marketing,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
312,https://www.jupas.edu.hk/tc/programme/ouhk/JS9250,Bachelor of Business Administration with Honours in Corporate Governance,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
313,https://www.jupas.edu.hk/tc/programme/ouhk/JS9261,Bachelor of Business Administration with Honours in Digital Business,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,,22
314,https://www.jupas.edu.hk/tc/programme/ouhk/JS9272,Bachelor of Business Administration with Honours in Finance and Risk Management,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
315,https://www.jupas.edu.hk/tc/programme/ouhk/JS9276,Bachelor of Business Administration with Honours in Real Estate and Facilities Management,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
316,https://www.jupas.edu.hk/tc/programme/ouhk/JS9280,"Bachelor of Applied Psychology with Honours, Bachelor of Business Management with Honours","HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years (summer terms included),The Open University of Hong Kong,Business,Management,22
317,https://www.jupas.edu.hk/tc/programme/ouhk/JS9291,Bachelor of Business Administration with Honours in Hotel and Sustainable Tourism Management,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
318,https://www.jupas.edu.hk/tc/programme/ouhk/JS9294,Bachelor of Business Administration with Honours in Sports and eSports Management,"HK$88,150 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Business,Management,22
319,https://www.jupas.edu.hk/tc/programme/ouhk/JS9530,Bachelor of Education with Honours in English Language Teaching and Bachelor of English Language Studies with Honours,"HK$76,480 ", Study Level Bachelor's Degree,  Duration of Study  4 years (summer terms included),The Open University of Hong Kong,Arts,Language,22
320,https://www.jupas.edu.hk/tc/programme/ouhk/JS9540,Bachelor of English Language Studies with Honours,"HK$76,120 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Arts,Language,22
321,https://www.jupas.edu.hk/tc/programme/ouhk/JS9550,Bachelor of Language Studies with Honours (Applied Chinese Language Studies),"HK$76,200 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Arts,Language,22
322,https://www.jupas.edu.hk/tc/programme/ouhk/JS9560,Bachelor of Education with Honours (Chinese Language Teaching) and Bachelor of Language Studies with Honours (Applied Chinese Language Studies),"HK$76,320 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Arts,Language,22
323,https://www.jupas.edu.hk/tc/programme/ouhk/JS9570,"Bachelor of Language Studies with Honours (Bilingual Communication), Bachelor of Global Business with Honours","HK$76,080 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Society,Language,22
324,https://www.jupas.edu.hk/tc/programme/ouhk/JS9580,Bachelor of Education with Honours in Early Childhood Education (Leadership and Special Educational Needs),"HK$84,280 ", Study Level Bachelor's Degree,  Duration of Study  4 Years,The Open University of Hong Kong,Education,,22
325,https://www.jupas.edu.hk/tc/programme/ouhk/JS9720,Bachelor of Engineering with Honours in Electronic and Computer Engineering,"HK$77,440 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,IT,Computer,22
326,https://www.jupas.edu.hk/tc/programme/ouhk/JS9731,Bachelor of Science with Honours in Environmental Science and Green Management,"HK$82,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Engineering,,22
327,https://www.jupas.edu.hk/tc/programme/ouhk/JS9732,Bachelor of Science with Honours in Life Sciences,"HK$80,040 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Science,,22
328,https://www.jupas.edu.hk/tc/programme/ouhk/JS9769,Bachelor of Science with Honours in Food Testing Science,"HK$82,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Science,,22
329,https://www.jupas.edu.hk/tc/programme/ouhk/JS9780,Bachelor of Science with Honours in Data Science,"HK$75,920 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,IT,Data,22
330,https://www.jupas.edu.hk/tc/programme/ouhk/JS9790,Bachelor of Science with Honours in Physiotherapy,"HK$160,000 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Open University of Hong Kong,Science,,22
